AERONET Version 3
Amazon_ATTO_Tower
Version 3: Almucantar Level 1.5 Inversion
The following data are cloud cleared and quality controls have been applied but these data may not have final calibration applied.  These data may change.
All Points,Contact: PI=Paulo_Artaxo; PI Email=artaxo@if.usp.br 
UNITS can be found at,,, https://aeronet.gsfc.nasa.gov/new_web/units.html
Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),Absorption_AOD[440nm],Absorption_AOD[675nm],Absorption_AOD[870nm],Absorption_AOD[1020nm],Absorption_Angstrom_Exponent_440-870nm,Average_Solar_Zenith_Angles_for_Flux_Calculation(Degrees),Solar_Zenith_Angle_for_Measurement_Start(Degrees),Sky_Residual(%),Sun_Residual(%),Coincident_AOD440nm,Scattering_Angle_Bin_3.2_to_<6_degrees[440nm],Scattering_Angle_Bin_6_to_<30_degrees[440nm],Scattering_Angle_Bin_30_to_<80_degrees[440nm],Scattering_Angle_Bin_80_degrees_and_over[440nm],Scattering_Angle_Bin_3.2_to_<6_degrees[675nm],Scattering_Angle_Bin_6_to_<30_degrees[675nm],Scattering_Angle_Bin_30_to_<80_degrees[675nm],Scattering_Angle_Bin_80_degrees_and_over[675nm],Scattering_Angle_Bin_3.2_to_<6_degrees[870nm],Scattering_Angle_Bin_6_to_<30_degrees[870nm],Scattering_Angle_Bin_30_to_<80_degrees[870nm],Scattering_Angle_Bin_80_degrees_and_over[870nm],Scattering_Angle_Bin_3.2_to_<6_degrees[1020nm],Scattering_Angle_Bin_6_to_<30_degrees[1020nm],Scattering_Angle_Bin_30_to_<80_degrees[1020nm],Scattering_Angle_Bin_80_degrees_and_over[1020nm],Surface_Albedo[440m],Surface_Albedo[675m],Surface_Albedo[870m],Surface_Albedo[1020m],If_Retrieval_is_L2(without_L2_0.4_AOD_440_threshold),If_AOD_is_L2,Last_Processing_Date(dd:mm:yyyy),Last_Processing_Time(hh:mm:ss),Instrument_Number,Latitude(Degrees),Longitude(Degrees),Elevation(m),Inversion_Data_Quality_Level,Retrieval_Measurement_Scan_Type
Amazon_ATTO_Tower,05:09:2016,13:06:45,249,249.546354,0.022282,0.009048,0.008425,0.010284,1.495505,42.010936,42.743687,1.090279,0.061288,0.273497,4,11,8,2,4,11,8,2,4,11,8,2,4,10,9,2,0.025650,0.032880,0.306960,0.306900,0,1,07:01:2018,07:05:50,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,08:09:2016,10:55:01,252,252.454873,0.007917,0.006308,0.006714,0.006218,0.271724,74.119270,74.861818,4.028281,0.066848,0.224524,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.037810,0.046980,0.410090,0.408790,1,1,07:01:2018,06:56:03,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,08:09:2016,11:24:51,252,252.475590,0.006750,0.006001,0.007070,0.006834,-0.031703,66.730656,67.473722,2.322616,0.089115,0.219927,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.033120,0.041520,0.370180,0.369190,1,1,07:01:2018,06:56:17,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,12:09:2016,10:53:13,256,256.453623,0.011481,0.009941,0.014671,0.015065,-0.285815,74.123689,74.868188,3.229190,0.073742,0.257431,4,10,7,6,4,10,7,6,4,10,7,6,1,10,7,6,0.037810,0.046990,0.410120,0.408830,0,1,07:01:2018,07:01:08,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,12:09:2016,11:23:05,256,256.474363,0.007038,0.007214,0.009930,0.009831,-0.457054,66.705862,67.451173,4.288690,0.185273,0.255537,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.033100,0.041500,0.370020,0.369090,1,1,07:01:2018,07:00:22,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,12:09:2016,12:05:22,256,256.503727,0.002239,0.001472,0.001153,0.000992,0.972312,56.203263,56.948073,3.720869,0.110869,0.275605,4,10,8,4,4,10,8,4,4,10,8,4,4,9,8,4,0.028880,0.036610,0.334270,0.333740,1,1,07:01:2018,06:59:26,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,12:09:2016,12:29:44,256,256.520648,0.006694,0.006875,0.008889,0.008415,-0.378002,50.157493,50.901417,3.242474,0.287971,0.304167,3,10,7,4,3,10,7,4,3,10,8,4,3,10,8,4,0.027250,0.034730,0.320460,0.320170,1,1,07:01:2018,07:00:10,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,12:09:2016,13:04:18,256,256.544653,0.006665,0.006170,0.006645,0.005625,0.022830,41.598440,42.340136,3.067270,0.270794,0.371263,4,11,7,2,4,11,6,2,4,11,3,2,4,3,1,2,0.025590,0.032810,0.306400,0.306360,0,1,07:01:2018,07:00:40,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,13:09:2016,11:22:33,257,257.473993,0.002141,0.001680,0.003220,0.002714,-0.474666,66.723943,67.469721,2.851842,0.107354,0.135533,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.032990,0.041600,0.370630,0.369720,1,1,07:01:2018,06:49:57,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,13:09:2016,12:04:54,257,257.503403,0.003499,0.002803,0.006097,0.006283,-0.672902,56.197186,56.942608,2.989410,0.147714,0.121833,4,10,8,4,4,10,8,4,4,10,4,4,4,10,6,4,0.028790,0.036710,0.335210,0.335010,1,1,07:01:2018,06:50:12,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,13:09:2016,12:29:10,257,257.520255,0.003825,0.002255,0.004773,0.005658,-0.160359,50.170712,50.915380,2.240315,0.176936,0.127578,3,10,8,4,3,10,7,4,3,9,3,4,3,9,2,3,0.027170,0.034830,0.321620,0.321750,0,1,07:01:2018,06:50:20,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,13:09:2016,13:03:59,257,257.544433,0.003850,0.002526,0.003194,0.002085,0.348306,41.539526,42.282239,3.654084,0.264439,0.131393,4,11,7,2,4,11,7,2,4,8,4,2,4,9,1,2,0.025500,0.032900,0.307610,0.308140,0,1,07:01:2018,06:50:26,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,13:09:2016,19:39:27,257,257.819062,0.000905,0.000588,0.000461,0.000396,0.990073,57.916003,57.170448,7.816155,0.116466,0.096346,4,10,7,5,4,10,6,3,4,9,6,1,4,10,5,2,0.029620,0.037440,0.338860,0.335580,0,1,07:01:2018,06:49:42,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,15:09:2016,10:51:53,259,259.452697,0.007590,0.008040,0.011426,0.011561,-0.549951,74.126030,74.871631,2.907541,0.056227,0.234586,4,10,7,6,4,10,7,4,4,10,7,1,4,10,7,1,0.037670,0.047050,0.410190,0.408620,0,1,07:01:2018,07:13:44,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,15:09:2016,12:28:15,259,259.519618,0.024742,0.036686,0.043855,0.041577,-0.846603,50.148932,50.894915,8.446659,0.402187,0.256422,3,10,8,4,3,8,8,4,3,7,7,4,3,7,4,4,0.027160,0.034820,0.321550,0.321710,0,1,07:01:2018,07:13:23,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,15:09:2016,13:03:29,259,259.544086,0.005319,0.005413,0.007637,0.007820,-0.478132,41.396032,42.140567,1.904887,0.158700,0.199293,4,11,7,2,4,11,7,2,4,11,8,2,4,11,7,2,0.025480,0.032870,0.307430,0.307950,0,1,07:01:2018,07:14:16,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,19:09:2016,10:50:07,263,263.451470,0.006511,0.007491,0.011401,0.011039,-0.768220,74.135219,74.881783,4.162552,0.051603,0.191522,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.037670,0.047060,0.410220,0.408680,1,1,07:01:2018,07:05:13,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,19:09:2016,11:19:52,263,263.472130,0.005481,0.006441,0.010057,0.009520,-0.834915,66.723893,67.471652,2.937234,0.085015,0.179598,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.032990,0.041600,0.370650,0.369730,1,1,07:01:2018,07:05:25,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,19:09:2016,12:02:03,263,263.501424,0.006521,0.005674,0.007232,0.007818,-0.101477,56.205935,56.954026,1.620734,0.078394,0.176300,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.028790,0.036710,0.335210,0.335030,1,1,07:01:2018,07:05:08,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,19:09:2016,12:26:19,263,263.518275,0.005579,0.006979,0.010743,0.012020,-0.913387,50.155243,50.903188,1.471873,0.050015,0.193459,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.027160,0.034820,0.321580,0.321730,1,1,07:01:2018,07:05:35,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,19:09:2016,19:02:01,263,263.793067,0.005505,0.002514,0.002250,0.002002,1.364746,48.956913,48.209058,1.879206,0.145505,0.172591,3,10,8,3,3,11,7,4,3,11,7,4,4,10,7,4,0.027080,0.034570,0.318680,0.316900,0,1,07:01:2018,07:06:21,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,19:09:2016,19:37:15,263,263.817535,0.001013,0.000659,0.000510,0.000435,1.006021,57.741987,56.993892,17.959243,0.399817,0.168779,4,10,5,2,4,8,4,1,4,10,2,1,4,7,1,1,0.029550,0.037370,0.338390,0.335130,0,1,07:01:2018,07:04:56,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,19:09:2016,20:01:24,263,263.834306,0.007740,0.005073,0.003947,0.003358,0.985883,63.763852,63.015862,29.126754,0.190318,0.183648,3,4,7,3,3,7,6,4,2,4,6,3,1,3,7,2,0.031950,0.040080,0.357490,0.352800,0,1,07:01:2018,07:04:59,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,19:09:2016,20:43:31,263,263.863553,0.014901,0.008586,0.009156,0.008097,0.773511,74.257915,73.511163,4.221011,0.053137,0.162729,4,8,7,6,4,2,6,6,4,2,5,4,4,2,6,5,0.038400,0.047380,0.408780,0.400180,0,1,07:01:2018,07:05:15,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,21:09:2016,10:49:16,265,265.450880,0.015387,0.016400,0.019271,0.017559,-0.310523,74.136914,74.883740,2.568377,0.034698,0.304179,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.035670,0.044580,0.393400,0.390930,1,1,07:01:2018,07:05:21,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,21:09:2016,11:19:03,265,265.471563,0.015226,0.010529,0.013561,0.013909,0.242318,66.714264,67.462364,1.326570,0.028943,0.271062,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.031450,0.039750,0.356050,0.354170,1,1,07:01:2018,07:05:25,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,21:09:2016,12:01:09,265,265.500799,0.009402,0.005319,0.006340,0.007352,0.656108,56.211201,56.959791,2.029360,0.121278,0.268363,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.027670,0.035460,0.322910,0.321690,1,1,07:01:2018,07:05:32,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,21:09:2016,12:25:27,265,265.517674,0.015731,0.010029,0.010857,0.010059,0.596366,50.147562,50.896143,1.166798,0.054635,0.261210,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.026210,0.033800,0.310190,0.309270,1,1,07:01:2018,07:06:17,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,21:09:2016,13:01:07,265,265.542442,0.022358,0.013895,0.011261,0.008786,1.015313,41.249292,41.997584,0.878761,0.033211,0.279061,4,11,8,2,4,11,8,2,4,11,8,2,4,11,8,2,0.024680,0.032070,0.296930,0.296360,0,1,07:01:2018,07:04:53,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,21:09:2016,19:01:03,265,265.792396,0.004727,0.002869,0.002542,0.002326,0.935323,48.845745,48.097216,2.155376,0.144979,0.174642,3,10,8,4,3,9,7,4,1,8,7,4,4,10,7,4,0.026110,0.033560,0.307320,0.304620,0,1,07:01:2018,07:04:53,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,25:09:2016,10:47:34,269,269.449699,0.009830,0.005653,0.008413,0.008277,0.339795,74.154647,74.901546,2.262610,0.036599,0.245662,4,10,7,6,4,10,7,4,4,10,5,4,4,10,4,2,0.035680,0.044590,0.393480,0.391040,0,1,07:01:2018,07:05:24,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,25:09:2016,11:17:21,269,269.470382,0.001974,0.001288,0.000997,0.000849,1.000624,66.730646,67.478936,7.244127,0.182950,0.291390,4,10,7,6,3,10,7,5,1,10,7,4,4,10,5,4,0.031450,0.039760,0.356100,0.354240,0,1,07:01:2018,07:05:39,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,25:09:2016,12:59:33,269,269.541354,0.001711,0.001121,0.000870,0.000743,0.990677,41.215082,41.964337,3.216727,0.342204,0.258404,4,11,7,2,4,11,8,2,4,10,6,2,4,11,7,2,0.024670,0.032070,0.296900,0.296320,0,1,07:01:2018,07:05:10,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,26:09:2016,12:59:14,270,270.541134,0.015347,0.015437,0.014820,0.011872,0.044340,41.196997,41.946298,3.529020,0.190793,0.318830,4,11,8,1,4,11,7,2,4,11,8,2,4,11,8,2,0.024670,0.032070,0.296870,0.296300,0,1,07:01:2018,07:14:14,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,02:10:2016,10:44:51,276,276.447812,0.011139,0.007013,0.009779,0.008611,0.284207,74.181827,74.927425,2.372009,0.020479,0.270594,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.036720,0.045300,0.403950,0.400220,1,1,07:01:2018,07:19:31,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,02:10:2016,11:14:39,276,276.468507,0.013061,0.004830,0.004911,0.006310,1.525773,66.766226,67.513277,3.021982,0.062523,0.266889,4,10,7,6,4,10,7,6,4,10,7,3,4,10,7,6,0.032300,0.040160,0.365470,0.362850,1,1,07:01:2018,07:19:41,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,03:10:2016,10:44:30,277,277.447569,0.018897,0.013320,0.016627,0.016332,0.253559,74.183863,74.929129,4.222657,0.050189,0.220393,4,10,7,6,4,10,7,6,4,10,7,6,4,10,5,6,0.036690,0.045270,0.403670,0.400230,1,1,07:01:2018,07:30:54,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,03:10:2016,12:21:12,277,277.514722,0.028419,0.022694,0.020443,0.017863,0.486807,50.107147,50.854668,7.045560,0.416667,0.230224,3,10,8,4,3,10,8,4,3,10,8,4,2,10,8,4,0.026770,0.033760,0.317660,0.316790,0,1,07:01:2018,07:30:29,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,03:10:2016,12:57:17,277,277.539780,0.015548,0.010947,0.010103,0.009322,0.650942,41.116472,41.863892,2.918244,0.229520,0.239682,4,11,9,1,4,11,8,2,4,11,8,2,4,11,8,2,0.025170,0.031920,0.303890,0.303460,0,1,07:01:2018,07:31:47,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,05:10:2016,12:56:13,279,279.539039,0.018498,0.009478,0.008771,0.009255,1.141800,41.258631,42.004830,1.281362,0.056709,0.275433,4,11,8,2,4,11,8,2,4,11,8,2,4,11,8,2,0.025190,0.031940,0.304060,0.303630,0,1,07:01:2018,07:33:11,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,08:10:2016,11:55:05,282,282.496586,0.002170,0.001436,0.001135,0.000978,0.950268,56.278535,57.023401,8.772164,0.572897,0.284704,4,10,8,4,4,8,4,2,2,9,4,1,2,7,1,1,0.029210,0.035860,0.335860,0.335240,0,1,25:05:2018,23:05:35,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,08:10:2016,12:55:19,282,282.538414,0.019383,0.011151,0.010178,0.009856,0.979689,41.331060,42.074874,5.164462,0.150432,0.262943,4,11,8,2,4,11,8,2,3,7,8,1,4,4,8,2,0.025990,0.032200,0.308540,0.308970,0,1,07:01:2018,07:28:39,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,11:10:2016,10:42:02,285,285.445856,0.002177,0.001433,0.001122,0.000963,0.971156,74.201349,74.942709,8.562951,0.183328,0.261595,4,9,7,6,4,9,6,1,4,9,6,1,4,7,6,2,0.037850,0.045720,0.409010,0.406060,0,1,07:01:2018,07:19:33,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,11:10:2016,11:54:23,285,285.496100,0.004742,0.003246,0.002602,0.002266,0.879377,56.292769,57.035562,7.000430,0.319779,0.387771,4,10,7,4,4,10,6,2,4,8,5,2,4,8,3,1,0.029210,0.035860,0.335880,0.335270,0,1,07:01:2018,07:19:17,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,11:10:2016,12:18:36,285,285.512917,0.005132,0.005760,0.008610,0.009605,-0.706075,50.298615,51.040948,7.933052,1.110224,0.397796,3,10,5,4,3,10,4,2,3,10,4,2,3,10,4,2,0.027650,0.034090,0.322680,0.322550,0,1,07:01:2018,07:19:15,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,14:10:2016,12:53:47,288,288.537350,0.006155,0.003351,0.002613,0.002244,1.271522,41.534450,42.271656,6.213137,0.390810,0.659398,4,11,8,2,4,10,8,2,4,11,8,2,4,9,8,2,0.026020,0.032230,0.308800,0.309210,0,1,07:01:2018,07:16:37,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,15:10:2016,11:53:33,289,289.495521,0.012434,0.005135,0.005412,0.005250,1.307007,56.338207,57.077645,1.985176,0.088066,0.283526,4,10,8,4,4,10,8,4,4,10,8,4,4,10,7,5,0.028510,0.034970,0.334020,0.333250,1,1,07:01:2018,07:28:52,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,15:10:2016,12:18:05,289,289.512558,0.015754,0.006481,0.005036,0.003981,1.712217,50.295121,51.033630,1.990581,0.074797,0.266332,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.027080,0.033330,0.320840,0.320570,1,1,07:01:2018,07:28:52,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,15:10:2016,12:53:34,289,289.537199,0.009047,0.003712,0.002532,0.002087,1.887062,41.575202,42.311087,2.524890,0.176396,0.259594,4,11,8,2,4,10,8,2,4,8,7,2,4,7,5,2,0.025600,0.031660,0.307230,0.307460,0,1,07:01:2018,07:28:29,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,17:10:2016,10:40:35,291,291.444850,0.027230,0.018377,0.017270,0.015893,0.693113,74.228439,74.965520,2.127816,0.015213,0.522155,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.036400,0.044020,0.406250,0.403230,1,1,07:01:2018,07:24:45,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,17:10:2016,11:10:44,291,291.465787,0.020662,0.010058,0.008807,0.008203,1.294034,66.813379,67.551492,1.957696,0.020452,0.581194,4,10,7,6,4,8,5,5,4,10,7,6,4,9,7,6,0.032230,0.039230,0.368080,0.366160,1,1,07:01:2018,07:25:17,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,17:10:2016,12:53:15,291,291.536979,0.010268,0.005958,0.004973,0.004462,1.083519,41.642365,42.375427,2.496263,0.160228,0.526042,4,11,7,2,4,11,7,2,4,11,7,2,4,11,7,2,0.025610,0.031670,0.307310,0.307540,0,1,07:01:2018,07:23:54,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,20:10:2016,10:40:03,294,294.444479,0.011819,0.011600,0.013975,0.013238,-0.214919,74.235966,74.970532,4.038337,0.055650,0.310858,4,10,7,6,4,10,6,6,4,9,6,5,4,8,2,4,0.036400,0.044020,0.406260,0.403260,0,1,07:01:2018,07:23:16,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,20:10:2016,11:10:11,294,294.465405,0.013923,0.013292,0.016923,0.016339,-0.244238,66.851103,67.586534,2.466410,0.067603,0.317781,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.032250,0.039250,0.368220,0.366300,1,1,07:01:2018,07:23:33,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,20:10:2016,12:52:36,294,294.536528,0.017118,0.014713,0.012938,0.011172,0.403950,41.821209,42.549675,4.305816,0.469306,0.332340,4,11,7,2,4,11,7,2,4,11,7,1,4,10,8,1,0.025640,0.031700,0.307550,0.307750,0,1,07:01:2018,07:23:29,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,26:10:2016,10:39:24,300,300.444028,0.005318,0.003819,0.007367,0.007084,-0.345703,74.238376,74.967285,2.180168,0.026237,0.236832,4,10,6,6,4,10,5,6,4,10,5,5,4,10,4,4,0.037570,0.044710,0.405710,0.402580,1,1,07:01:2018,07:23:51,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,26:10:2016,11:09:37,300,300.465012,0.010436,0.005671,0.006499,0.003940,0.770343,66.892085,67.621461,1.930199,0.038006,0.234526,4,10,6,6,4,10,6,6,4,10,6,6,4,10,7,6,0.033300,0.039850,0.367920,0.366060,1,1,07:01:2018,07:23:28,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,26:10:2016,11:52:56,300,300.495093,0.009041,0.002893,0.004768,0.003495,1.118179,56.373705,57.100928,1.182747,0.034106,0.208681,4,10,8,4,4,10,8,4,4,10,8,4,4,10,7,5,0.029440,0.035470,0.333740,0.333150,1,1,07:01:2018,07:23:36,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,26:10:2016,12:17:47,300,300.512350,0.009963,0.003806,0.003735,0.002237,1.521528,50.361663,51.086159,1.489226,0.063054,0.188343,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.027970,0.033800,0.320680,0.320590,1,1,07:01:2018,07:23:47,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,26:10:2016,12:51:56,300,300.536065,0.011766,0.004719,0.004728,0.004907,1.418749,42.150747,42.868788,1.439586,0.130816,0.165590,4,11,8,2,4,11,8,2,4,11,8,2,4,10,9,2,0.026510,0.032150,0.307680,0.308140,0,1,07:01:2018,07:24:13,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,29:10:2016,11:52:55,303,303.495081,0.004778,0.005704,0.008313,0.008275,-0.768806,56.431025,57.154335,3.290819,0.207548,0.248172,4,10,8,4,4,10,8,4,4,10,8,4,4,10,7,5,0.029460,0.035490,0.333900,0.333280,1,1,07:01:2018,07:42:28,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,29:10:2016,12:18:00,303,303.512500,0.001832,0.001207,0.000933,0.000792,0.987223,50.397902,51.117879,4.985086,0.451367,0.255915,3,10,6,4,3,10,4,2,3,10,4,2,3,10,6,3,0.027980,0.033810,0.320740,0.320640,0,1,07:01:2018,07:42:34,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,01:11:2016,12:51:33,306,306.535799,0.003095,0.002681,0.003454,0.003818,-0.108640,42.572770,43.279314,2.972775,0.331652,0.264415,4,11,8,1,4,11,4,2,4,7,8,2,4,10,8,3,0.026770,0.032180,0.308350,0.308750,0,1,07:01:2018,07:39:15,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,02:11:2016,12:51:33,307,307.535799,0.001975,0.001259,0.000995,0.000838,1.008925,42.642666,43.347221,2.012011,0.120099,0.295585,4,11,7,2,4,11,1,2,4,10,2,1,3,10,1,1,0.026780,0.032190,0.308440,0.308830,0,1,07:01:2018,07:21:48,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,14:11:2016,11:56:19,319,319.497442,0.001775,0.001133,0.000869,0.000737,1.046465,56.495248,57.195687,27.640463,0.710981,0.266312,4,10,8,4,4,9,3,3,4,10,4,2,4,10,5,2,0.029380,0.034970,0.331400,0.330830,0,1,07:01:2018,07:40:43,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,15:11:2016,11:57:05,320,320.497975,0.006848,0.004345,0.003320,0.002820,1.060159,56.400447,57.099358,12.593249,0.854300,0.411201,4,10,7,4,4,8,7,2,4,7,5,3,4,7,4,2,0.029350,0.034940,0.331170,0.330600,0,1,07:01:2018,07:50:21,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,15:11:2016,12:22:31,320,320.515637,0.001761,0.001081,0.000812,0.000681,1.133314,50.506752,51.198586,6.725198,0.751344,0.397148,3,10,7,4,3,10,7,3,3,7,3,2,3,7,3,2,0.027940,0.033370,0.318540,0.318530,0,1,07:01:2018,07:50:11,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,15:11:2016,12:52:45,320,320.536632,0.005021,0.003171,0.002414,0.002046,1.072181,43.602383,44.281014,7.794505,0.526612,0.378637,4,10,8,3,4,10,8,1,4,9,7,1,4,8,5,1,0.026710,0.032000,0.307430,0.307930,0,1,07:01:2018,07:50:20,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,19:11:2016,11:58:09,324,324.498715,0.005169,0.008621,0.011113,0.012639,-1.128367,56.517746,57.211150,4.946906,0.243438,0.151172,4,10,7,4,4,10,7,3,4,10,6,3,4,3,6,2,0.028930,0.034630,0.329770,0.328630,0,1,07:01:2018,08:07:18,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,19:11:2016,12:53:36,324,324.537222,0.007419,0.004535,0.004369,0.003781,0.814612,43.888439,44.559590,3.346929,0.252393,0.139701,4,10,7,3,4,10,7,3,4,10,7,3,4,10,6,3,0.026270,0.031690,0.306340,0.306340,0,1,07:01:2018,08:07:55,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,23:11:2016,11:59:50,328,328.499884,0.005892,0.004030,0.010326,0.014583,-0.641669,56.535886,57.223991,5.936222,0.385598,0.390116,4,10,4,4,4,10,2,2,4,10,1,3,4,5,6,3,0.028940,0.034630,0.329820,0.328660,0,1,07:01:2018,08:07:01,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
